"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"30760","Texel","11524","Ruiter","Congo North","Curacao","1681",NA,"Graf, Jan Sijmensz van",NA,NA,NA
"30761","Texel","11531","Elisabeth","Congo North","Curacao","1683",NA,"Stolck, Arent Gijsen van der",NA,NA,NA
"30762","Texel","11533","S Pieter","Congo North","Suriname","1684",NA,"Blom, Andries",NA,NA,NA
"30763","Texel","11534","Hester","Congo North","Curacao","1687",NA,"Visser, Jacob Corsz",NA,NA,NA
"30764","Texel","11537","S Pieter",NA,NA,"1687",NA,"Verver, Cornelis",NA,NA,NA
"30765","Texel","11551","Postillion","Gold Coast","Curacao","1698",NA,"Thomasz, Frederick",NA,NA,NA
"30766","Texel","10125","Emmenes","Whydah","Suriname","1721","188","Valk, Pieter Sijmonsz<br/> Horst, Hendrik ter",NA,NA,NA
"30767","Texel","11554","Margarita Catharina",NA,NA,"1705",NA,"Knoppeldoeck, Jacob Pietersz",NA,NA,NA
"30768","Texel","11556","Meijnden",NA,NA,"1708",NA,"Louw, Claas Cornelis",NA,NA,NA
"30769","Texel","11557","Tijger",NA,NA,"1704",NA,"Sas, Jurriaan",NA,NA,NA
"30770","Texel","11559","'s-Graveland",NA,NA,"1727",NA,"Parre, Adriaan van der",NA,NA,NA
"30771","Texel","11560","Groot Bentvelt",NA,NA,"1729",NA,"Houthuijs, Dirk",NA,NA,NA
"30772","Texel","11574","Rebecca","Popo","Curacao","1674",NA,"Vertolen, Andries Cornelis",NA,NA,NA
"30773","Texel","11576","Europa","Loango","Curacao","1673",NA,"Mondt, Jochem Claasz",NA,NA,NA
"30774","Texel","11578","S Maria","Ardra","Curacao","1669",NA,"Buijsman, Marten Claesz",NA,NA,NA
"30775","Texel","11579","S Jan Baptist","Loango","Curacao","1669",NA,"Lens, Christoffel",NA,NA,NA
"30776","Texel","11580","Hoop",NA,NA,"1669",NA,"Harder, Hendrik de",NA,NA,NA
"30777","Texel","11581","Vergulde Zon","Ardra","Curacao","1669",NA,"Stoffelsen, Willem Jan",NA,NA,NA
"30778","Texel","11585","Huis ter Laan","Bight of Biafra and Gulf of Guinea Islands","Canary Islands","1670",NA,"Aggesz, Cornelis",NA,NA,NA
"30779","Texel","11587","Visser","Loango","Curacao","1669",NA,"Kempsen, Frans",NA,NA,NA
"30780","Texel","11588","Phenix","Loango","Curacao","1674",NA,"Verwer, Reijer Pietersen",NA,NA,NA
"30781","Texel","11590","Gekroonde Bril","Gambia","Cayenne","1664",NA,"Victol, Cornelis Cornelisz",NA,NA,NA
"30782","Texel","11602","Eendracht van Amsterdam","Africa.","Pernambuco","1646",NA,"Bottelier, Jan Teunissen<br/> Janssen, Barent",NA,NA,NA
"30783","Texel","10174","Grote Africaan","Ardra","Curacao","1681",NA,"Remmersz, Gerrit",NA,NA,NA
"30784","Texel","11648","Hoop","Ardra","Curacao","1664",NA,"Meijndertse, Ide",NA,NA,NA
"30785","Texel","11649","Brak","West Central Africa and St. Helena","Curacao","1668",NA,"Speldernuen, Jan Jacobsz",NA,NA,NA
"30786","Texel","11650","Margareta","Boary","Curacao","1672",NA,"Breehaan, Hendrick<br/> Pietersen, Andries",NA,NA,NA
"30787","Texel","11678","S Maria","Ardra","Cartagena","1656",NA,"Schrael, Jan Jansz",NA,NA,NA
"30788","Texel","11707","Coninck Salomon","Ardra","Curacao","1661",NA,"Vertolen, Andries Cornelis",NA,NA,NA
"30789","Texel","11726","Rebecca","Ardra","Curacao","1671",NA,"Vertolen, Andries Cornelis",NA,NA,NA
"30790","Texel","10249","Postillion","Gold Coast","Suriname","1689","175","Langhman, Nicolaes",NA,NA,NA
"30791","Texel","10001","Acredam","Whydah","Suriname","1713","485","Sas, Jurriaan<br/> Schalkendam, Andries",NA,NA,NA
"30792","Texel","10002","Acredam","Jacquin","Suriname","1715","470","Grootschaar, Pieter",NA,NA,NA
"30793","Texel","10005","Acredam","Whydah","Suriname","1721","447","Hagerop, Rijk<br/> Ras, Pieter",NA,NA,NA
"30794","Texel","10006","Acredam","Whydah","Suriname","1723","347","Kreeft, Benjamin",NA,NA,NA
"30795","Texel","10009","Acredam",NA,NA,"1727",NA,"Lindenberg, Jurriaan",NA,NA,NA
"30796","Texel","10017","Africa","Congo North","Curacao","1676",NA,"Pietersz, Reijer<br/> Carstensen, Claas",NA,NA,NA
"30797","Texel","10018","Africa","Congo North","Curacao","1679",NA,"Stolck, Arent Gijsen van der",NA,NA,NA
"30798","Texel","10027","Stad Amsterdam","Whydah","Suriname","1708",NA,"Sas, Jurriaan",NA,NA,NA
"30799","Texel","10028","Stadt Amsterdam","Whydah","Martinique","1710","430","Sas, Jurriaan",NA,NA,NA
"30800","Texel","10030","Amsterdam","Elmina","Curacao","1724","331","Bouman, Cornelis",NA,NA,NA
"30801","Texel","10031","Amsterdam","Elmina","Suriname","1726","288","Hoop, Joost",NA,NA,NA
"30802","Texel","10032","Amsterdam","Elmina","Suriname","1728","458","Harmensz, Jan Bruijn",NA,NA,NA
"30803","Texel","10040","Bekestein","Congo North","St. Eustatius","1723","637","Wolf, Dirk de<br/> Parre, Adriaan van der",NA,NA,NA
"30804","Texel","10041","Bekestein","Loango","Suriname","1726","258","Bas, Jacob<br/> Jensen, Jacob",NA,NA,NA
"30805","Texel","10043","Bekestein","Elmina","Suriname","1731","517","Graan, Andries",NA,NA,NA
"30806","Texel","10044","Bekestein","Elmina","Suriname","1733","608","Harmensz, Jan Bruijn",NA,NA,NA
"30807","Texel","10047","Beschermer","Whydah","Cartagena","1700","565","Valies, Thomas Jansz",NA,NA,NA
"30808","Texel","10057","Bosbeek","Congo North","Berbice","1715","127","Hagerop, Rijk",NA,NA,NA
"30809","Texel","10072","Catharina Christina","Accra","Curacao","1707","507","Kist, Jan Claasz",NA,NA,NA
"30810","Texel","10075","Christina","Gold Coast","Suriname","1705","421","Valies, Thomas Jansz",NA,NA,NA
"30811","Texel","10086","Fort Amsterdam tot Cormantijn","Congo North","Suriname","1689","503","Schepmoes, Abraham<br/> Korf, Laurens Damesz",NA,NA,NA
"30812","Texel","10102","Dolfijn","Bight of Benin","Curacao","1678",NA,"Balck, Jan Jacobsz",NA,NA,NA
"30813","Texel","10122","Emmenes","Whydah","Curacao","1715","459","Louw, Claas Cornelis",NA,NA,NA
"30814","Texel","10126","Emmenes","Whydah","Suriname","1723","158","Haan, Gerrit de",NA,NA,NA
"30815","Texel","10145","Gele Ruiter","Ardra","Americas","1685",NA,NA,NA,NA,NA
"30816","Texel","10153","Goude Leeuw","Gold Coast","Curacao","1684",NA,"Hoven, Frederik Frederiksz van",NA,NA,NA
"30817","Texel","10168","Graaf van Laarwijk (a) Conde de Vique","Whydah","Cartagena","1700","379","Moij, Marten Simonsz<br/> Stolck, Cornelis Gijsen van der",NA,NA,NA
"30818","Texel","10171","Groot Bentvelt","Accra","Curacao","1728","672","Graan, Andries",NA,NA,NA
"30819","Texel","10173","Grote Tijger","Whydah","Suriname","1705","395","Sas, Jurriaan<br/> Valies, Thomas Jansz",NA,NA,NA
"30820","Texel","10175","Grote Africaan","Ardra","Curacao","1683",NA,"Warwijk, Jan",NA,NA,NA
"30821","Texel","10177","Gunterstein","Whydah","Suriname","1714","439","Saanen, Jan van",NA,NA,NA
"30822","Texel","10178","Gunterstein","Congo North","Suriname","1716","429","Kennis, Adriaan",NA,NA,NA
"30823","Texel","10189","Huis te Loirheim","Calabar","Suriname","1686","303","Scheij, Pieter",NA,NA,NA
"30824","Texel","10190","Huis ter Laan","Gold Coast","Curacao","1676",NA,"Balck, Jan Jacobsz",NA,NA,NA
"30825","Texel","10191","Jager","Elmina","Curacao","1699","124","Daal, Juriaan<br/> Geelboom, Jan",NA,NA,NA
"30826","Texel","10194","Johanna Machteld","Congo North","Curacao","1711","595","Kist, Jan Claasz<br/> Grootschaar, Pieter",NA,NA,NA
"30827","Texel","10195","Johannes de Doper (a) S Jan Baptist","Congo North","Suriname","1697","853","Rijk, Willem Robbertsz<br/> Valies, Thomas Jansz",NA,NA,NA
"30828","Texel","44231","Zon (a) Royal Arms of England","New Calabar","Santa Marta","1661",NA,"Jacobsz, Cornelis",NA,NA,NA
"30829","Texel","10205","Jonge Jager","Gold Coast","Curacao","1688","162","Beeck, Simon Jansz ter",NA,NA,NA
"30830","Texel","10215","Leusden","Elmina","St. Eustatius","1726","676","Schamp, Jan",NA,NA,NA
"30831","Texel","10218","Leusden","Jacquin","Paramaribo","1731","553","Harmensz, Bruijn",NA,NA,NA
"30832","Texel","10228","Morgenstar","Ardra","Suriname","1691","469","Visser, Jacob Corsz",NA,NA,NA
"30833","Texel","10231","Nieuwe Post","Loango","Curacao","1716","513","Zeerat, Thomas van",NA,NA,NA
"30834","Texel","10236","Petronella Alida","Whydah","Suriname","1722","40","Lit, IJf Jansz van",NA,NA,NA
"30835","Texel","10248","Portugaalse Koopman","Ardra","Curacao","1687",NA,"Veltkamp, Jan Hendricksz",NA,NA,NA
"30836","Texel","10253","Pijnenburg","Ardra","Essequibo","1695","426","Schepmoes, Abraham",NA,NA,NA
"30837","Texel","10254","Pijnenburg","Congo North","Curacao","1699",NA,"Valies, Thomas Jansz",NA,NA,NA
"30838","Texel","10257","Quinera","Congo North","Curacao","1698",NA,"Kock, Dirk Barents",NA,NA,NA
"30839","Texel","10258","Quinera","Whydah","Curacao","1701","430","Eijck, Michiel Joosten van",NA,NA,NA
"30840","Texel","10259","Quinera","Congo North","Suriname","1704","568","Ditmarsen, Christiaan Sijmensz van<br/> Geffen, Arent van",NA,NA,NA
"30841","Texel","10260","Quinera","Accra","Curacao","1706","394","Reijniersz, Wouter",NA,NA,NA
"30842","Texel","10261","Quinera","Whydah","Curacao","1709","464","Geffen, Arent van",NA,NA,NA
"30843","Texel","10263","Rachel","Popo","Curacao","1694","475","Hincke, Pieter Gijsbertsz",NA,NA,NA
"30844","Texel","10264","Rachel","Ardra","Suriname","1698","498","Eijck, Michiel Joosten van",NA,NA,NA
"30845","Texel","10265","Rachel","Whydah","Curacao","1699",NA,"Eijck, Michiel Joosten van",NA,NA,NA
"30846","Texel","10266","Rachel","Whydah","Curacao","1702","331","Prop, Pieter<br/> Visser, Jacob Corsz",NA,NA,NA
"30847","Texel","10268","Roomse Keizer","Ardra","Suriname","1692","511","Martensz, Andries<br/> Visser, Jacob Corsz",NA,NA,NA
"30848","Texel","10269","Roomse Keizer","Congo North","Curacao","1694",NA,"Rijk, Willem Robbertsz",NA,NA,NA
"30849","Texel","10279","Salamander","Gold Coast",NA,"1675",NA,"Dijck, Gerrit Jansz van",NA,NA,NA
"30850","Texel","10280","Salamander","Ardra","Suriname","1688","420","Groenewolt, Thomas<br/> Doelen, Claas",NA,NA,NA
"30851","Texel","10286","Sem Galei",NA,NA,"1727",NA,"Blom, Sijmon<br/> Andriesse, Jan",NA,NA,NA
"30852","Texel","10288","Vergulde Zon","Whydah","Curacao","1701","315","Salant, Hans Stuart van<br/> Sijmonsz, Christiaen",NA,NA,NA
"30853","Texel","10289","Vergulde Zon","Whydah","Suriname","1703","379","Visser, Jacob Corsz<br/> Bleeker, Samuel",NA,NA,NA
"30854","Texel","10290","Vergulde Zon","Malembo","Curacao","1705","559","Strijd, Jan Jorisz",NA,NA,NA
"30855","Texel","10292","Zonnestein","Elmina","Curacao","1715","66","Croon, Willem<br/> Michielse, Jacob<br/> Pronk, Hans",NA,NA,NA
"30856","Texel","10294","Zonnestein","Elmina","St. Eustatius","1724",NA,"Roos, Roelof",NA,NA,NA
"30857","Texel","10300","S Clara","Congo North","Suriname","1708",NA,"Claassen, Herman<br/> Strijd, Jan Jorisz",NA,NA,NA
"30858","Texel","10301","S Clara","Whydah","Suriname","1710","451","Geffen, Arent van<br/> Caagman, Claas",NA,NA,NA
"30859","Texel","10302","S Clara","Whydah","Curacao","1712","452","Strijd, Jan Jorisz",NA,NA,NA
"30860","Texel","10306","S Jan","Ardra","Curacao","1681",NA,"Pietersz, Reijer",NA,NA,NA
"30861","Texel","10307","S Jan","Ardra","Suriname","1684","491","Schepmoes, Abraham",NA,NA,NA
"30862","Texel","10308","S Jan","Congo North","Suriname","1687",NA,"Stolck, Arent Gijsen van der<br/> Jansz, Huijbert",NA,NA,NA
"30863","Texel","10309","S Laurens","Elmina","Suriname","1734","149","Ovens, Simon",NA,NA,NA
"30864","Texel","10310","S Laurens","Elmina","Suriname","1736","144","Verdoes, Bastiaan",NA,NA,NA
"30865","Texel","10311","S Marcus","Whydah","Curacao","1714","557","Hoeven, Jan van der",NA,NA,NA
"30866","Texel","10312","S Pieter","Congo North","Curacao","1680",NA,"Gerritsz, Jan",NA,NA,NA
"30867","Texel","10313","Stad en Lande","Gold Coast","Suriname","1727","675","Haan, Gerrit de",NA,NA,NA
"30868","Texel","10314","Stad en Lande","Jacquin","Curacao","1729","602","Haan, Gerrit de",NA,NA,NA
"30869","Texel","10315","Stad en Lande","Bight of Benin","Suriname","1732","132","Mooylieves, Cornelis",NA,NA,NA
"30870","Texel","10316","Stad en Lande","Elmina","Suriname","1735","411","Vlugt, Jan<br/> Smidt, Jan",NA,NA,NA
"30871","Texel","10324","Surinaamse Koopman","Ardra","Curacao","1680","483","Mol, Gerrit Cornelis",NA,NA,NA
"30872","Texel","10328","Vergulde Vrijheid","Boary","Curacao","1701","671","Bruijst, Jan<br/> Hincke, Pieter Gijsbertsz",NA,NA,NA
"30873","Texel","10345","Vrijheid","Congo North","St. Eustatius","1724","375","Brouwer, Jannes",NA,NA,NA
"30874","Texel","10348","Vrijheid","Elmina","Suriname","1732","543","Gewelt, Jan Pietersz",NA,NA,NA
"30875","Texel","10349","Vrijheid","Badagry/Apa","Suriname","1734","563","Gewelt, Jan Pietersz",NA,NA,NA
"30876","Texel","10353","Waartwijk","Elmina","Suriname","1732","438","Velde, Daniel ter",NA,NA,NA
"30877","Texel","98800","Liefde","Ardra","Portobelo","1659",NA,"Vos, Jacob Adriaensz<br/> Neef, Cornelis Sijmonsz",NA,NA,NA
"30878","Texel","98803","Abrahams Offerhand (a) Sacrificio de A","West Central Africa and St. Helena","Curacao","1661",NA,"Walichsz, Outgert<br/> Hart, Cornelis",NA,NA,NA
"30879","Texel","98804","Geboorte Christi (a) Santo Christo","Africa.","Cartagena","1661",NA,"Vos, Jacob de<br/> Willemsz, Claes",NA,NA,NA
"30880","Texel","98806","S Jan Baptist (a) S Juan Bautista","Loango","Rio de la Hacha","1662",NA,"Voogt, Jan Sijmonsz<br/> Vries, Wouter Abrahamsz de",NA,NA,NA
"30881","Texel","98816","Hoop (a) Esperanza","River del Rey","Buenos Aires","1659",NA,"Jansz, Cornelis<br/> Cleijnpenning, Govert Harmensz<br/> Pranger, Outgert Simonsz",NA,NA,NA
"30882","Texel","98818","S Jan Baptist (a) S Juan Bautista","Luanda","Buenos Aires","1660","850","Voogt, Harmen<br/> Voogt, Jan Simonsz<br/> Hartman, Gerard",NA,NA,NA
"30883","Texel","98830","Grote Africaan","Ardra","Curacao","1686","392","Hoven, Frederik Frederiksz van",NA,NA,NA
"30884","Texel","11539","S Jan","Congo North","Curacao","1688",NA,"Stolck, Arent Gijsen van der",NA,NA,NA
"30885","Texel","44232","Gideon","Goree","French Caribbean, colony unspecified","1661",NA,"Gilde, Simon Cornelisz",NA,NA,NA
"30886","Texel","44234","Maria Charitas","West Central Africa and St. Helena","Zion Hill","1663",NA,"Cleijnpenning, Govert Harmensz",NA,NA,NA
"30887","Texel","10432","Anna Galei","Elmina","Suriname","1746","244","Vrij, Jan<br/> Brinkman, Christiaan",NA,NA,NA
"30888","Texel","11387","S Franciscus","Ardra","Cumana","1659","319","Sem, Gerrit Jansz",NA,NA,NA
"30889","Texel","11512","Sphaera Mundi",NA,NA,"1679",NA,"Metaleman, Willem",NA,NA,NA
"30890","Texel","44139","Europa","Ardra","Curacao","1670",NA,"Claasz, Jochem",NA,NA,NA
"30891","Texel","44145","Asia","Ardra","Curacao","1670",NA,"Waterdrinker, Willem Sijbrantsz<br/> Pereboom, Dietmar Jansen",NA,NA,NA
"30892","Texel","44175","S Maria","New Calabar","Tenerife","1671","163","Keijser, Waling Jansz",NA,NA,NA
"30893","Texel","44186","Prins van Oranje te Paard","Loango","Curacao","1673",NA,"Rasiere, Laurens de<br/> Kock, Dirck",NA,NA,NA
"30894","Texel","44189","Koning Karel de Tweede van Spanje","Loango","Curacao","1674","394","Janssen, Melle",NA,NA,NA
"30895","Texel","44209","Pauw","Calabar","Barbados","1657",NA,"Pestel, William",NA,NA,NA
"30896","Texel","44225","Medea","Africa.","Curacao","1660",NA,"Juist, Cornelis Ewoutsz",NA,NA,NA
"30897","Texel","44227","S Pieter","Malembo","Spanish Circum-Caribbean,unspecified","1660",NA,"Diemen, Gerrit Heussen van",NA,NA,NA
"30898","Texel","44228","Ruijter","Ardra","Basse-Terre","1666",NA,"Blij, Jan Claesz",NA,NA,NA
"30899","Texel","44229","S Jacob","New Calabar","Martinique","1661",NA,"Severijnsz, Harmen",NA,NA,NA
"30900","Texel","44230","S Jacob","Africa.","Santa Marta","1661",NA,"Gijsberti, Carlos (Jr)",NA,NA,NA
"30901","Texel","44237","Vergulde Bever","Malembo","Martinique","1663","270","Michielsz, Michiel<br/> Harcksz, Dirck",NA,NA,NA
"30902","Texel","44240","Vergulde Son","Goree","Martinique","1662","35","Plough, Simon Jansz",NA,NA,NA
"30903","Texel","44241","Zwarte Arend","New Calabar","Curacao","1663",NA,"Lonck, Pieter",NA,NA,NA
"30904","Texel","44246","Catharina","New Calabar","Curacao","1663",NA,"Wilree, Jacob Dircksz",NA,NA,NA
"30905","Texel","44251","Liefde","Africa.","Curacao","1664",NA,"Rasiere, Laurens de",NA,NA,NA
"30906","Texel","44252","Moor","Ardra","Curacao","1664",NA,"Moor, Gijsbert de",NA,NA,NA
"30907","Texel","44254","Groene Viskorf","Goree","Cayenne","1664",NA,NA,NA,NA,NA
"30908","Texel","44260","Vos","Elmina","St. Maarten","1665",NA,"Schaap, Isaac Gerritse",NA,NA,NA
"30909","Texel","44262","Gerechtigheid","Loango","French Caribbean, colony unspecified","1665",NA,"Goijer, Adriaen Claesz",NA,NA,NA
"30910","Texel","44280","Blinde Fortuin","New Calabar","Americas","1653",NA,"Roos, Jan Michelsen",NA,NA,NA
"30911","Texel","44282","S Jan","Ardra","Curacao","1669",NA,"Vonk, Gerrit",NA,NA,NA
"30912","Texel","44285","Vreede","Africa.","Martinique","1668",NA,"Breijhaen, Hendrick Jansz",NA,NA,NA
"30913","Texel","44287","Abrahams Offerhand","Africa.","Curacao","1669",NA,"Strijt, Joris Sijmonsz",NA,NA,NA
"30914","Texel","44115","Luipaard","New Calabar","French Caribbean, colony unspecified","1653",NA,"Fredericksz, Claes<br/> Fredericksz, Cornelis<br/> Herrius, Hendrick",NA,NA,NA
"30915","Texel","44187","Gekroonde Liefde","Loango","Curacao","1673",NA,"Bos, Jan Cornelisz",NA,NA,NA
"30916","Texel","44196","Gekroonde Rad","Africa.","Suriname","1675","110","Gijsels, Arent",NA,NA,NA
"30917","Texel","10885","Neptunus","Elmina","Suriname","1748","171","Harmensz, Jan Hendrik<br/> Dahlboom, Olaus",NA,NA,NA
"30918","Texel","44194","Asia","Accra","Barbados","1674",NA,"Jansen, Jochem",NA,NA,NA
"30919","Texel","44197","Eendracht","River del Rey","Canary Islands","1657",NA,"Droog, Herman",NA,NA,NA
"30920","Texel","44060","Abrahams Offerhand","Africa.",NA,"1669",NA,NA,NA,NA,NA
"30921","Texel","44061","Asia",NA,NA,"1669",NA,"Waterdrinker, Willem",NA,NA,NA
"30922","Texel","44129","Vrede","New Calabar","Barbados","1655","250","Barentsen, Herman",NA,NA,NA
"30923","Texel","44130","Eendracht","Ardra","Curacao","1669",NA,"Balck, Jan Jacobsz",NA,NA,NA
"30924","Texel","44133","Amsterdam","Ardra","Curacao","1670",NA,"Dijck, Gerrit Jansz van",NA,NA,NA
"30925","Texel","44136","Rebecca","Africa.","Curacao","1670",NA,"Vos, Andries Claesz",NA,NA,NA
"30926","Texel","44138","S Jan","Africa.","Martinique","1655",NA,"Enst, Gerrit van",NA,NA,NA
"30927","Texel","44149","S Jan","New Calabar","Suriname","1671",NA,"Auckes, Douwe<br/> Langedijk, Pieter Jansen",NA,NA,NA
"30928","Texel","44150","Hoop","New Calabar","Martinique","1671",NA,"Waterdrinker, Willem<br/> Buijs, Simon Gerritsz",NA,NA,NA
"30929","Texel","44153","Zonnebloem","Cacheu","Cartagena","1654",NA,"Bloem, Cornelis Cornelisz",NA,NA,NA
"30930","Texel","44156","Gerechtigheid (a) Justitie","New Calabar","Curacao","1671",NA,"Dijk, Laurens Jansen van",NA,NA,NA
"30931","Texel","44165","S Maria","New Calabar","Suriname","1671",NA,"Raaven, Claas Pietersen",NA,NA,NA
"30932","Texel","44173","Visser","Loango","Curacao","1672",NA,"Kempsen, Frans<br/> Steurman, Jan",NA,NA,NA
"30933","Texel","44174","Gideon","Goree","Curacao","1672",NA,"Gilde, Simon Cornelisz",NA,NA,NA
"30934","Texel","44183","Gerechtigheid (a) Justitie","Goree","Curacao","1672",NA,"Dijk, Laurens Jansen van",NA,NA,NA
"30935","Texel","44200","S Pieter","Cacheu","Cartagena","1658",NA,"Woutersz, Adriaen<br/> Bustamante, Gregório Gomez de",NA,NA,NA
"30936","Texel","44202","Goude Fortuin","Bight of Biafra and Gulf of Guinea Islands","Cartagena","1652",NA,"Adriaensz, Huijbrecht",NA,NA,NA
"30937","Texel","44213","S Jansburg","Whydah","Spanish Americas","1659",NA,"Vos, Theunis Adriaensz",NA,NA,NA
"30938","Texel","44221","Engel (a) Angel de Guarda","Africa.","Cartagena","1660","174","Languillet, Paul",NA,NA,NA
"30939","Texel","44222","Bleeckertje","Malembo","Cumana","1660",NA,"Michielsz, Michiel",NA,NA,NA
"30940","Texel","44223","Dolfijn","Ardra","Spanish Caribbean, unspecified","1661",NA,"Bouquet, Dingman",NA,NA,NA
"30941","Texel","11728","Jonge Prins van Oranje","Ardra","Curacao","1672","369","Schaap, Isaac Gerritse<br/> Dircksz, Sijmon",NA,NA,NA
"30942","Texel","44243","Fortuijn","New Calabar","Basse-Terre","1662",NA,"Hendricksz, Hendrick",NA,NA,NA
"30943","Texel","44244","S Maria","Africa.","Spanish Caribbean, unspecified","1662",NA,"Onkruijt, Gerrit Tijmensz",NA,NA,NA
"30944","Texel","44247","Gele Zon","Elmina","Curacao","1663",NA,"Stoffelsen, Willem Jan",NA,NA,NA
"30945","Texel","44263","Prins van Oranje te Paard","West Central Africa and St. Helena","Cartagena","1667",NA,"Rasiere, Laurens de",NA,NA,NA
